City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,saint-philippe,-21.3585,55.7679,75.11,85,24,5.59,RE,1682482679
286,praia da vitoria,38.7333,-27.0667,62.76,98,100,14.0,PT,1682482546
287,kholmsk,47.0511,142.0569,38.62,95,100,3.96,RU,1682482679
288,gisborne,-38.6533,178.0042,59.02,83,90,16.98,NZ,1682482680
289,ilomantsi,62.6716,30.9328,37.8,94,74,3.91,FI,1682482680
290,papatowai,-46.5619,169.4708,54.63,71,91,13.98,NZ,1682482680
291,kelibia,36.8476,11.0939,62.85,82,0,6.91,TN,1682482680
292,abadeh,31.1608,52.6506,55.31,44,0,4.61,IR,1682482680
293,torit,4.4133,32.5678,70.95,79,100,1.48,SS,1682482680
294,ust'-kut,56.7938,105.7672,35.98,82,100,6.46,RU,1682482681
295,bouarfa,32.53,-1.95,64.99,27,0,2.89,MA,1682482681
296,cabedelo,-6.9811,-34.8339,77.67,89,96,6.8,BR,1682482681
297,qamdo,31.1667,97.2333,33.48,66,95,8.66,CN,1682482681
298,biankouma,7.7391,-7.6138,70.16,97,100,5.03,CI,1682482681
299,fort wellington,6.4,-57.6,76.62,88,100,5.03,GY,1682482681
300,port isabel,26.0734,-97.2086,75.24,92,0,8.05,US,1682482620
301,kuching,1.55,110.3333,89.82,65,40,5.99,MY,1682482681
302,zemio,5.0314,25.1361,67.69,98,99,3.06,CF,1682482682
303,baruun-urt,46.6806,113.2792,54.36,17,100,11.92,MN,1682482682
304,sambava,-14.2667,50.1667,76.24,90,77,4.59,MG,1682482682
305,ixtapa,20.7,-105.2,75.22,83,40,3.44,MX,1682482682
306,noosa heads,-26.3833,153.15,73.11,71,35,18.19,AU,1682482682
307,lerwick,60.1545,-1.1494,33.8,59,38,13.85,GB,1682482424
308,camana,-16.6228,-72.7111,69.17,89,20,5.7,PE,1682482682
309,gemena,3.25,19.7667,70.68,99,99,2.3,CD,1682482682
310,bubaque,11.2833,-15.8333,77.86,67,50,15.82,GW,1682482683
311,cidreira,-30.1811,-50.2056,69.19,89,100,9.71,BR,1682482683
312,turpan,42.9333,89.1667,74.23,19,44,6.69,CN,1682482683
313,machico,32.7,-16.7667,65.01,61,20,5.75,PT,1682482401
314,turtas,58.9417,69.1325,52.68,73,56,3.02,RU,1682482683
315,palangkaraya,-2.2,113.8333,87.31,69,99,2.17,ID,1682482683
316,porto novo,6.4965,2.6036,80.42,88,100,5.01,BJ,1682482683
317,naze,28.3667,129.4833,63.52,79,97,16.06,JP,1682482683
318,kailua-kona,19.6406,-155.9956,80.56,82,75,5.75,US,1682482683
319,mme-bafumen,6.3333,10.2333,63.82,77,100,4.05,CM,1682482684
320,quellon,-43.1167,-73.6167,48.45,100,100,3.44,CL,1682482684
321,ar rumaythah,31.5263,45.2025,76.26,25,15,4.94,IQ,1682482421
322,yeed,4.55,43.0333,73.26,88,100,8.19,SO,1682482684
323,waitara,-38.925,174.25,59.99,71,6,18.01,NZ,1682482684
324,lorengau,-2.0226,147.2712,83.84,77,40,5.86,PG,1682482684
325,port mathurin,-19.6833,63.4167,78.55,80,8,14.92,MU,1682482684
326,pirapora,-17.345,-44.9419,67.51,81,10,1.36,BR,1682482684
327,maragogi,-9.0122,-35.2225,75.52,90,100,3.62,BR,1682482684
328,weno,7.4515,151.8468,80.55,89,100,3.44,FM,1682482685
329,korla,41.7597,86.1469,64.94,25,97,17.72,CN,1682482685
330,khandyga,62.6667,135.6,39.58,72,76,3.42,RU,1682482685
331,tchollire,8.4022,14.1698,79.92,42,93,2.71,CM,1682482685
332,forrest city,35.0081,-90.7898,51.46,64,100,5.77,US,1682482685
333,holualoa,19.6228,-155.9522,76.84,82,75,5.75,US,1682482685
334,deir ez-zor,35.3359,40.1408,68.16,33,0,1.83,SY,1682482655
335,sattahip,12.6664,100.9007,89.98,83,75,5.75,TH,1682482685
336,kuqa,41.7278,82.9364,64.69,20,19,3.76,CN,1682482685
337,lihue,21.9789,-159.3672,78.04,74,75,12.66,US,1682482686
338,namibe,-15.1961,12.1522,75.42,78,66,1.66,AO,1682482409
339,kristiansund,63.1115,7.732,34.45,86,100,5.75,NO,1682482686
340,ulsteinvik,62.3432,5.8487,36.32,87,100,14.0,NO,1682482686
341,chibuto,-24.6867,33.5306,64.85,95,1,2.06,MZ,1682482686
342,lucija,45.5053,13.6024,50.77,92,11,9.22,SI,1682482686
343,charters towers,-20.1,146.2667,80.17,42,66,12.15,AU,1682482686
344,champerico,14.3,-91.9167,84.11,66,12,7.85,GT,1682482686
345,salinopolis,-0.6136,-47.3561,77.34,89,40,8.16,BR,1682482687
346,atar,20.5169,-13.0499,82.67,26,3,2.1,MR,1682482687
347,okha,53.5739,142.9478,34.68,90,100,14.38,RU,1682482687
348,conception bay south,47.4999,-52.9981,35.55,95,99,14.34,CA,1682482687
349,khorramshahr,30.4397,48.1664,73.36,38,0,6.91,IR,1682482687
350,pindushi,62.9152,34.58,40.66,92,100,3.6,RU,1682482687
351,hilo,19.7297,-155.09,76.73,73,20,10.36,US,1682482467
352,monkey bay,-14.0728,34.9201,69.91,84,2,11.99,MW,1682482687
353,letlhakeng,-24.0944,25.0298,65.39,56,4,6.35,BW,1682482687
354,rio gallegos,-51.6226,-69.2181,37.45,87,0,1.14,AR,1682482688
355,brookings,44.3114,-96.7984,43.14,52,100,12.66,US,1682482656
356,ad dabbah,18.05,30.95,81.36,19,27,6.73,SD,1682482688
357,saint-pierre,-21.3393,55.4781,79.57,88,75,4.61,RE,1682482688
358,buala,-8.145,159.5921,83.55,75,70,3.96,SB,1682482688
359,fort bragg,35.139,-79.006,58.55,73,100,1.99,US,1682482398
360,nagqu,31.5,92.0,31.78,51,52,3.76,CN,1682482688
361,chegdomyn,51.1167,133.0167,38.55,66,100,6.42,RU,1682482688
362,ikalamavony,-21.15,46.5833,62.85,85,38,3.91,MG,1682482688
363,palmas,-10.2128,-48.3603,76.87,88,40,4.61,BR,1682482637
364,saldanha,-33.0117,17.9442,59.2,79,78,5.32,ZA,1682482689
365,polyarnyy,69.1989,33.4478,23.72,84,80,3.91,RU,1682482689
366,lethem,3.3803,-59.7968,72.32,95,98,2.19,GY,1682482689
367,fredonia,42.4401,-79.3317,42.62,89,100,4.61,US,1682482689
368,juan jose rios,25.75,-108.8333,69.75,61,53,5.1,MX,1682482689
369,businga,3.3333,20.8833,71.33,99,100,1.14,CD,1682482689
370,rakops,-21.0167,24.3333,71.46,43,8,6.31,BW,1682482689
371,kiruna,67.8557,20.2251,23.92,93,100,10.36,SE,1682482690
372,kavieng,-2.5744,150.7967,85.3,70,99,8.16,PG,1682482690
373,toyohama,34.7,136.9333,60.8,80,100,20.4,JP,1682482690
374,novyy urgal,51.0736,132.5642,40.55,51,100,10.38,RU,1682482690
375,rafsanjan,30.4067,55.9939,70.16,32,80,2.93,IR,1682482690
376,lamarque,-39.423,-65.7021,64.65,23,100,5.46,AR,1682482690
377,singaraja,-8.112,115.0882,84.76,73,41,2.86,ID,1682482690
378,kaihua,23.3687,104.28,68.11,69,98,9.48,CN,1682482690
379,huilong,31.8111,121.655,65.21,56,4,11.5,CN,1682482690
380,sao vicente,-23.9631,-46.3919,74.26,26,29,4.45,BR,1682482691
381,oyon,-10.6681,-76.7731,44.31,91,87,4.43,PE,1682482691
382,richards bay,-28.783,32.0377,67.48,93,5,2.89,ZA,1682482691
383,labytnangi,66.6572,66.4183,23.77,88,7,6.46,RU,1682482490
384,antsiranana,-12.2787,49.2917,79.56,89,20,6.91,MG,1682482691
385,kaiama,9.6225,3.9481,80.35,74,100,9.1,NG,1682482691
386,moree,-29.4667,149.85,77.49,29,0,6.49,AU,1682482691
387,pahrump,36.2083,-115.9839,70.95,11,2,5.01,US,1682482691
388,ayr,55.4627,-4.6339,33.78,86,40,2.3,GB,1682482691
389,papao,-17.75,-149.55,82.08,80,100,9.64,PF,1682482450
390,pizarro,4.9533,-77.366,79.11,84,99,3.76,CO,1682482692
391,igarka,67.4667,86.5833,28.15,94,100,14.05,RU,1682482692
392,i-n-salah,27.1935,2.4607,76.01,19,0,12.37,DZ,1682482692
393,zag,46.9441,99.165,33.53,26,37,24.16,MN,1682482692
394,kurchatov,51.6601,35.6521,52.97,83,66,5.64,RU,1682482692
395,shingu,33.7333,135.9833,67.41,79,100,6.31,JP,1682482692
396,baie-comeau,49.2168,-68.1489,35.28,93,75,5.75,CA,1682482692
397,sherwood,34.8151,-92.2243,53.37,94,100,8.05,US,1682482564
398,assai,-23.3733,-50.8414,64.26,88,63,3.38,BR,1682482692
399,marsh harbour,26.5412,-77.0636,75.47,73,68,7.83,BS,1682482541
400,sitka,57.0531,-135.33,44.49,57,100,13.8,US,1682482439
401,khurai,24.0436,78.3319,88.14,25,59,7.96,IN,1682482693
402,la gi,10.6667,107.7833,90.9,50,84,12.82,VN,1682482693
403,howard springs,-12.497,131.047,91.98,70,100,10.65,AU,1682482693
404,hpa-an,16.8906,97.6333,98.53,40,41,5.7,MM,1682482693
405,sumbawa besar,-8.5,117.4333,87.87,67,82,5.37,ID,1682482693
406,churu,28.3,74.95,91.2,14,100,10.2,IN,1682482693
407,el tigre,8.8875,-64.2454,73.29,88,100,7.56,VE,1682482694
408,cullman,34.1748,-86.8436,56.1,82,100,0.0,US,1682482602
409,sao gabriel da cachoeira,-0.1303,-67.0892,70.74,99,93,1.9,BR,1682482694
410,muroto-misakicho,33.2833,134.15,63.21,78,100,3.36,JP,1682482694
411,chico,39.7285,-121.8375,73.29,37,6,6.29,US,1682482673
412,sawakin,19.1059,37.3321,79.3,65,13,6.87,SD,1682482694
413,camiri,-20.05,-63.5167,62.13,97,100,0.94,BO,1682482694
414,aykhal,66.0,111.5,24.37,87,100,12.26,RU,1682482694
415,saint-joseph,-21.3667,55.6167,78.48,85,25,4.97,RE,1682482695
416,sisimiut,66.9395,-53.6735,33.3,98,100,7.47,GL,1682482695
417,myrina,39.8797,25.0742,52.84,94,20,0.0,GR,1682482695
418,siyabuswa,-25.1132,29.0445,63.64,53,6,3.11,ZA,1682482695
419,sorong,-0.8833,131.25,85.71,68,23,7.2,ID,1682482695
420,ironwood,46.4547,-90.171,30.54,93,0,0.0,US,1682482695
421,sabang,5.8933,95.3214,84.36,73,100,15.35,ID,1682482695
422,urangan,-25.3,152.9,75.31,62,15,19.37,AU,1682482695
423,cam ranh,11.9214,109.1591,89.56,58,20,14.97,VN,1682482695
424,nephi,39.7102,-111.8363,39.74,85,64,3.2,US,1682482696
425,usogorsk,63.4106,48.6872,35.29,99,100,5.46,RU,1682482696
426,labrador city,52.9463,-66.9114,28.31,80,0,4.61,CA,1682482696
427,onguday,50.75,86.15,35.89,93,100,2.66,RU,1682482696
428,colonia,50.9333,6.95,37.96,84,20,2.3,DE,1682482664
429,boulazac,45.1167,0.75,53.31,90,100,3.69,FR,1682482696
430,cumra,37.5732,32.7745,44.74,59,91,6.26,TR,1682482696
431,klerksdorp,-26.8521,26.6667,57.99,55,0,1.99,ZA,1682482696
432,manokwari,-0.8667,134.0833,83.82,71,93,5.68,ID,1682482696
433,belyy yar,53.6039,91.3903,39.09,52,20,11.18,RU,1682482697
434,kampong thom,12.7111,104.8887,93.9,42,100,6.91,KH,1682482697
435,cambria,35.5641,-121.0808,68.77,76,11,4.65,US,1682482697
436,nur-sultan,51.1801,71.446,62.55,39,0,8.95,KZ,1682482489
437,kenai,60.5544,-151.2583,41.09,71,0,10.36,US,1682482697
438,kone,-21.0595,164.8658,78.78,75,100,0.67,NC,1682482495
439,coronel suarez,-37.4547,-61.9334,57.51,69,100,4.41,AR,1682482697
440,ouadda,8.0777,22.4007,72.68,73,100,4.76,CF,1682482697
441,ji'an,27.1172,114.9793,67.57,57,18,4.85,CN,1682482697
442,acapulco de juarez,16.8634,-99.8901,80.42,74,40,5.75,MX,1682482521
443,gorgoram,12.6398,10.7039,84.79,23,13,3.65,NG,1682482698
444,bom jesus da lapa,-13.255,-43.4181,69.17,66,0,5.46,BR,1682482698
445,dom pedrito,-30.9828,-54.6731,61.39,96,89,2.68,BR,1682482698
446,bandarbeyla,9.4942,50.8122,83.28,73,29,8.16,SO,1682482698
447,kendari,-3.945,122.4989,84.16,80,63,3.38,ID,1682482698
448,cadale,2.7603,46.3222,83.25,73,100,6.44,SO,1682482698
449,dhidhdhoo,6.8833,73.1,84.29,68,53,6.44,MV,1682482698
450,agua dulce,18.1333,-94.1333,77.18,87,96,2.39,MX,1682482698
451,las heras,-46.5419,-68.9359,43.34,86,57,0.87,AR,1682482699
452,mili,6.0815,171.735,79.77,81,100,10.54,MH,1682482699
453,puerto penasco,31.3167,-113.5333,66.9,71,7,1.99,MX,1682482699
454,princeville,45.7668,-61.2985,34.32,94,0,0.0,CA,1682482699
455,codrington,-38.2667,141.9667,75.52,42,100,15.77,AU,1682482699
456,port sudan,19.6175,37.2164,78.58,65,3,7.14,SD,1682482699
457,chimore,-16.9833,-65.1333,72.25,98,89,1.74,BO,1682482699
458,lodeynoye pole,60.726,33.5531,50.02,71,81,3.51,RU,1682482699
459,carnarvon,-24.8667,113.6333,70.88,47,0,14.25,AU,1682482699
460,ugoofaaru,5.6667,73.0,83.86,72,55,9.04,MV,1682482700
461,bullsbrook,-31.6667,116.0,72.91,56,75,12.66,AU,1682482700
462,woolgoolga,-30.1106,153.2007,71.47,56,84,11.88,AU,1682482700
463,pudozh,61.8099,36.5345,48.56,78,7,4.18,RU,1682482700
464,bikenibeu village,1.3673,173.1241,85.96,70,75,5.75,KI,1682482512
465,apatity,67.5641,33.4031,29.77,84,100,5.82,RU,1682482700
466,obigarm,38.7173,69.7088,62.51,56,28,6.22,TJ,1682482700
467,turkmenbasy,40.0222,52.9552,56.17,94,100,9.22,TM,1682482700
468,santa marta,11.2408,-74.199,83.89,69,20,4.61,CO,1682482700
469,nguigmi,14.2495,13.1092,86.11,15,13,6.73,NE,1682482701
470,posto fiscal rolim de moura,-13.0833,-62.2667,72.07,97,65,0.72,BR,1682482701
471,keszthely,46.7681,17.2432,42.69,81,0,8.05,HU,1682482701
472,laojunmiao,39.8333,97.7333,49.77,30,96,6.76,CN,1682482701
473,whakatane,-37.9585,176.9854,72.52,64,65,4.0,NZ,1682482701
474,bueng kan,18.363,103.6519,90.07,46,62,3.62,TH,1682482701
475,maceio,-9.6658,-35.7353,74.64,100,40,4.61,BR,1682482701
476,segou,13.4317,-6.2157,84.45,13,27,10.36,ML,1682482701
477,taoudenni,22.6783,-3.9836,82.42,12,41,10.42,ML,1682482701
478,lijiang,26.8688,100.2207,66.92,35,58,6.91,CN,1682482702
479,fonte boa,-2.4959,-66.2662,72.27,98,51,2.51,BR,1682482702
480,kourou,5.1552,-52.6478,75.25,92,99,6.69,GF,1682482702
481,newman,37.3138,-121.0208,71.83,61,4,3.0,US,1682482702
482,kununurra,-15.7667,128.7333,94.98,43,68,5.75,AU,1682482702
483,kanniyakumari,8.0833,77.5667,85.1,69,38,2.51,IN,1682482702
484,el bauga,18.262,33.9081,80.55,45,8,7.96,SD,1682482702
485,krasnaya gora,52.9995,31.6023,49.6,73,50,3.6,RU,1682482702
486,liuhe,42.2401,125.7172,51.12,30,25,8.59,CN,1682482702
487,eyl,7.9803,49.8164,83.07,72,15,7.76,SO,1682482703
488,borba,-4.3878,-59.5939,73.33,98,100,2.26,BR,1682482703
489,hajjah,15.6943,43.6058,70.03,49,9,0.72,YE,1682482703
490,san miguel panixtlahuaca,16.2484,-97.3843,65.86,80,26,1.86,MX,1682482703
491,puerto deseado,-47.7503,-65.8938,49.08,71,100,11.7,AR,1682482703
492,katabu,-4.9333,122.5167,83.73,72,100,2.35,ID,1682482703
493,priozersk,61.0393,30.1291,52.11,63,31,3.83,RU,1682482703
494,port moresby,-9.4431,147.1797,87.22,70,40,17.27,PG,1682482703
495,paracambi,-22.6086,-43.7128,69.06,95,3,3.74,BR,1682482703
496,selfoss,63.9331,-20.9971,30.04,66,90,7.34,IS,1682482414
497,aioun,16.6614,-9.6149,83.1,10,0,8.77,MR,1682482704
498,el granada,37.5027,-122.4694,65.05,81,20,18.41,US,1682482442
499,agryz,56.5203,52.9942,52.79,79,100,10.6,RU,1682482704
500,berching,49.1044,11.4422,39.78,92,41,2.82,DE,1682482704
501,norrtalje,59.758,18.705,41.43,94,100,4.38,SE,1682482704
502,plettenberg bay,-34.0527,23.3716,60.85,92,32,2.62,ZA,1682482704
503,starotitarovskaya,45.2136,37.1439,52.27,75,57,8.23,RU,1682482704
504,ilebo,-4.3167,20.5833,70.32,98,61,1.59,CD,1682482704
505,rio san juan,19.6439,-70.0763,75.99,82,98,8.37,DO,1682482704
506,kirgiz-miyaki,53.6324,54.7979,58.51,46,100,18.88,RU,1682482705
507,acarau,-2.8856,-40.12,76.96,89,88,8.28,BR,1682482705
508,hovsan,40.3744,50.0853,62.73,77,0,9.22,AZ,1682482705
509,pikeville,37.4793,-82.5188,49.59,86,0,2.64,US,1682482705
510,mahanoro,-19.9,48.8,72.91,90,41,5.03,MG,1682482705
511,nay pyi taw,19.745,96.1297,101.8,18,2,6.17,MM,1682482705
512,nantucket,41.2835,-70.0995,46.51,89,20,0.0,US,1682482559
513,tamanrasset,22.785,5.5228,64.31,15,0,2.3,DZ,1682482482
514,loen,7.7601,168.2307,81.32,80,100,26.15,MH,1682482706
515,kolokani,13.5728,-8.0339,79.07,15,2,6.89,ML,1682482706
516,port saint john's,-31.6229,29.5448,70.25,92,55,7.47,ZA,1682482706
517,libenge,3.65,18.6333,70.39,98,100,0.47,CD,1682482706
518,reitz,-27.8014,28.4273,50.67,83,0,4.45,ZA,1682482706
519,bismarck,46.8083,-100.7837,42.87,54,100,9.22,US,1682482706
520,fortuna,40.5982,-124.1573,52.66,88,8,2.19,US,1682482706
521,ponta delgada,37.7333,-25.6667,63.32,100,75,8.05,PT,1682482707
522,calilegua,-23.7737,-64.77,57.13,93,0,2.19,AR,1682482707
523,noumea,-22.2763,166.4572,78.01,99,100,3.13,NC,1682482472
524,hoemul-li,41.4339,129.67,47.17,79,91,11.97,KP,1682482707
525,zalingei,12.9096,23.4741,81.1,28,83,3.38,SD,1682482707
526,alta sierra,35.7291,-118.5495,54.79,45,9,1.25,US,1682482707
527,luoyang,34.6836,112.4536,71.6,39,1,5.3,CN,1682482707
528,port blair,11.6667,92.75,87.84,70,40,10.36,IN,1682482707
529,mar del plata,-38.0023,-57.5575,64.09,98,100,1.99,AR,1682482444
530,tanout,14.9709,8.8879,78.84,16,41,2.26,NE,1682482708
531,yarmouth,41.7057,-70.2286,47.14,93,100,7.0,US,1682482708
532,minjur,13.2667,80.2667,90.0,63,45,9.19,IN,1682482708
533,dakhla,23.6848,-15.958,65.46,94,1,11.97,EH,1682482708
534,las juntas,19.4167,-104.7,66.74,68,100,2.17,MX,1682482708
535,lafiagi,8.8667,5.4167,81.16,66,99,7.38,NG,1682482708
536,manggar,-2.8833,108.2667,85.3,69,89,6.11,ID,1682482708
537,klaksvik,62.2266,-6.589,32.92,63,99,21.27,FO,1682482708
538,isla mujeres,21.2311,-86.731,78.85,77,100,13.02,MX,1682482709
539,janauba,-15.8025,-43.3089,68.2,79,0,4.85,BR,1682482473
540,lata,40.1629,-8.3327,54.07,91,48,2.98,PT,1682482709
541,arteche,12.2645,125.4048,82.17,80,83,5.23,PH,1682482709
542,marrakesh,31.6315,-8.0083,71.67,40,20,4.61,MA,1682482478
543,puerto armuelles,8.2833,-82.8667,78.98,83,41,2.33,PA,1682482709
544,palikir - national government center,6.9248,158.1611,81.55,78,23,12.26,FM,1682482709
545,beroroha,-21.6667,45.1667,67.66,77,2,2.19,MG,1682482709
546,chunskiy,56.0815,99.6342,34.3,53,100,11.12,RU,1682482709
547,arar,30.9753,41.0381,66.22,42,0,11.5,SA,1682482709
548,guerrero negro,27.9769,-114.0611,59.16,80,0,13.8,MX,1682482710
549,la ronge,55.1001,-105.2842,37.65,93,100,12.66,CA,1682482710
550,ovar,40.8586,-8.6251,60.19,87,73,3.89,PT,1682482710
551,kudymkar,59.0173,54.656,50.61,82,100,4.29,RU,1682482710
552,padang,-0.9492,100.3543,84.25,69,98,4.92,ID,1682482710
553,indramayu,-6.3264,108.32,84.85,71,96,5.44,ID,1682482710
554,san antonio de pale,-1.4014,5.6325,82.6,75,100,9.95,GQ,1682482710
555,robore,-18.3333,-59.75,70.92,94,0,2.91,BO,1682482710
556,nea alikarnassos,35.3333,25.1667,61.83,80,20,12.66,GR,1682482710
557,paphos,34.7667,32.4167,55.24,67,0,6.91,CY,1682482711
558,horta,38.5333,-28.6333,62.02,95,99,14.0,PT,1682482711
559,khovd,48.0056,91.6419,31.86,38,43,7.34,MN,1682482711
560,kirakira,-10.4544,161.9205,82.78,70,100,1.48,SB,1682482711
561,qarqaraly,49.4058,75.4742,56.03,42,14,6.13,KZ,1682482711
562,karratha,-20.7377,116.8463,86.81,33,92,0.31,AU,1682482711
563,pangody,65.85,74.4859,27.1,95,80,9.17,RU,1682482712
564,crescent city,41.756,-124.2018,56.73,87,0,0.0,US,1682482712
565,mahavelona,-17.6848,49.5087,75.18,85,68,9.55,MG,1682482712
566,la'ie,21.6477,-157.9253,80.56,75,95,5.01,US,1682482712
567,orkney,-26.9802,26.6727,59.13,53,0,2.01,ZA,1682482712
568,chibougamau,49.9168,-74.3659,33.42,100,100,6.91,CA,1682482588
569,oranjemund,-28.55,16.4333,56.98,92,35,4.79,NA,1682482712
570,happy valley-goose bay,53.3168,-60.3315,35.91,75,20,4.61,CA,1682482713
571,north bend,43.4065,-124.2243,53.85,88,0,12.66,US,1682482713
